Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
1592,"PAYYANNUR, KANNUR DISTT. , KERALA",KERALA,28,29,5.6,6.7,272,340,2017
2308,FATHIMAPURAM (CHANGANASSERY),KERALA,27,28,6.2,6.2,142,213,2017
2309,KAROOR (PALA),KERALA,27,27.5,5.6,6.2,56,84,2017
2310,VAIKOM,KERALA,28,29,6.5,7.9,202,204,2017
2311,VADAVATHOOR (KOTTAYAM),KERALA,27,28,5.8,5.9,103,224,2017
2313,"SARVODAPURAM, ALAPPUZHA",KERALA,29,29,7.2,7.7,450,750,2017
2314,KUREEPUZHA (KOLLAM),KERALA,24,28,6.3,7.6,158,269,2017
2315,K.M.M.L. (KOLLAM),KERALA,24,27.5,8,8.1,380,600,2017
2316,CHELLORA TRENCHING GROUND (KANNUR),KERALA,27,28,3.7,5.7,36,183,2017
2317,"PUNNALPETTIPPALAM (TELLICHERRY
MUNICIPALITY",KERALA,27,28,5.6,6.1,100,411,2017
2320,MANJERI,KERALA,30,31.5,6.5,7.2,170,207,2017
2321,LALOOR (THRISSUR),KERALA,29,30,6.3,7.4,101,252,2017
2322,OLLUR (THRISSUR),KERALA,30,30,5.5,6.6,227,290,2017
2323,"BRAHMAPURAM M.S.W. DUMPARK
(ERNAKULAM)",KERALA,26,27.1,6.1,6.2,275,300,2017
2324,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),KERALA,29.8,31,6,6.7,135,215,2017
2327,KARUKAMANI,KERALA,29,29,7.6,8,780,795,2017
3463,"WELL AT VELLIPARAMBA, KOZHEKODE",KERALA,27,27,6.7,7.5,120,127,2017
3472,"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",KERALA,27,27,7.1,7.1,575,968,2017
3474,"WELL AT PAYANOOR, KANNUR",KERALA,27,28,6.8,7.1,190,245,2017
3475,"WELL AT KARIMBAM, KANNUR",KERALA,26,27,4.2,6.3,53,153,2017
3564,"BOREWELL WATER NEAR MANGALIJYOTHI
SCHOOL MSW SITE VAMMANJOOR",KARNATAKA,27,29,6.7,7.7,128,302,2017
52,"WELL, SHRI RAO PRAJAPATI WELL , M. P.",MADHYA PRADESH,22.5,31,7.4,8.7,92,454,2017
1616,"OPEN WELL/TUBE WELL INDUSTRIAL AREA,
GOVINDPURA, BHOPAL, M.P",MADHYA PRADESH,6,6,7.9,7.9,278,278,2017
1617,"OPEN WELL/TUBE WELL INDUSTRIAL AREA
MANDIDEEP, DISTT. RAISEN, M.P",MADHYA PRADESH,28,28,6.7,7.5,342,384,2017
1618,"GROUND WATER SAMPLING AT TWO
POINTS IN INDUSTRIAL AREA MALANPUR,
M.P",MADHYA PRADESH,24,26,7.2,7.6,700,785,2017
1619,"GROUND WATER SAMPLING AT TWO
POINTS IN INDUSTRIAL AREA MALANPUR,
M.P",MADHYA PRADESH,24,26,7.5,7.7,675,880,2017
1897,"TUBE WELL AT JAINABAD, NEAR TAPTI
RIVER BRIDGE, PUMPING STN. BURHANPUR,
M.P.",MADHYA PRADESH,23,29,7.2,7.5,698,986,2017
2143,"KATHODA, JABALPUR",MADHYA PRADESH,18,19,7.7,8.3,386,450,2017
2144,"MADAI GRAM, JABALPUR",MADHYA PRADESH,17,19,7.7,8.4,416,435,2017
2145,"MEHATWAS, NAGDA",MADHYA PRADESH,,,7.9,7.9,1523,2462,2017
2146,"BHAGATPURI VILLAGE, NAGDA",MADHYA PRADESH,27,27,7.8,8.2,2068,2173,2017
2148,"DOSIGAON, RATLAM",MADHYA PRADESH,,,7.3,7.4,2174,3532,2017
2149,"CULVERT ON A.B. ROAD, MAKSI",MADHYA PRADESH,,,7.8,7.8,1514,1514,2017
2150,"TRENCHING GROUND, NEAR GARDEN, DEV
GURADIYA ROAD, INDORE",MADHYA PRADESH,23,29,7.4,7.6,1135,4581,2017
2151,"TRENCHING GROUND IN THE PREMISES OF
M/S RISHABH MASALA UDYOG, INDORE",MADHYA PRADESH,23,29,7.2,7.4,2778,4581,2017
2152,"TRENCHING GROUND IN THE PREMISES OF
M/S LAKHANI FOOT WEAR, INDORE",MADHYA PRADESH,23,29,7.4,7.8,1290,3076,2017
2153,"IBRAHIMGANJ NEAR BUS STAND, BHOPAL",MADHYA PRADESH,26,26,7.8,7.8,338,338,2017
2154,"NEAR PRIMARY SCHOOL, PILUKHEDI,
RAJGARH.",MADHYA PRADESH,21,27,8,8.6,1612,1800,2017
3333,"HAND PUMP WATER AT BANSKHEDI,
BHOPAL",MADHYA PRADESH,26,26,7.9,7.9,282,282,2017
3334,TUBE WELL NEAR BUS STAND AT BETUL,MADHYA PRADESH,25,26,7.6,7.7,312,338,2017
3335,"TUBE WELL/ HAND PUMP AT INDUSTRIAL
AREA RECHHAI, JABALPUR",MADHYA PRADESH,18,18,7.5,7.5,432,460,2017
3336,"TUBE WELL/ HAND PUMP AT INDUSTRIAL
AREA, CHHINDWAR",MADHYA PRADESH,30,30,8.2,8.2,,,2017
3336,"TUBE WELL/ HAND PUMP AT INDUSTRIAL
AREA, CHHINDWARA",MADHYA PRADESH,20,36,7.4,8.2,639,860,2017
3337,"TUBE WELL/ HAND PUMP AT INDL AREA
SEONI NEAR BARAPATTHAR",MADHYA PRADESH,19,19,7.6,8.6,363,441,2017
3338,"HAND PUMP NEAR PANCHAYAT BHAWAN,
VILLAGE TINAWALI RAIRU",MADHYA PRADESH,24,32,7.2,7.5,580,630,2017
3339,"TUBE WELL/ HAND PUMP NEAR MANGLIA
INDUSTRIAL AREA , INDORE",MADHYA PRADESH,21,31,6.9,7.4,1321,2510,2017
3340,"TUBE WELL AT NEAR TRENCHING GROUND,
INDORE",MADHYA PRADESH,23,29,7.3,8.6,619,2090,2017
3341,"TUBE WELL AT SECTOR-III, PITHAMPUR
INDUSTRIAL AREA",MADHYA PRADESH,24,24,7.7,7.7,2012,2012,2017
3342,"BOREWELL WATER AT VILLAGE TARPUR,
SECTOR-II, PITHAMPUR, IDUSTRIAL AREA",MADHYA PRADESH,24,24,7.3,8,378,534,2017
3343,"TUBE WELL NEAR INDUSTRIAL AREA UDYOG
VIHAR , CHURAT, REWA",MADHYA PRADESH,30,30,7.1,7.1,1,1,2017
3344,"TUBEWELL AT INDL AREA, SHAHDOL",MADHYA PRADESH,20.2,35,8,8.2,522,1214,2017
3345,"TUBEWELL AT INDL AREA, ANUPPUR",MADHYA PRADESH,28,29,7.9,8.1,461,683,2017
3822,"GROUND WATER NEAR BUS STAND, DIST
NARSINGPUR",MADHYA PRADESH,19,20,7.2,7.4,374,1047,2017
3823,"GROUND WATER NEAR BUS STAND, DIST
BALAGHAT",MADHYA PRADESH,18,19,7.3,7.4,526,536,2017
3824,"GROUND WATER VILL BHEEMJORI,
MALAJKH, DIST BALAGHAT",MADHYA PRADESH,19,19,7.2,7.7,374,463,2017
3825,"GROUND WATER NEAR BUS STAND, DIST
MANDLA",MADHYA PRADESH,19,19,7.5,8.2,329,426,2017
3826,"GROUND WATER NEAR BUS STAND, DIST
SEONI",MADHYA PRADESH,18,18,7.6,8.3,343,448,2017
3827,"GROUND WATER VILL IMALIA, DIST
JABALPUR",MADHYA PRADESH,19,20,8.1,8.1,311,419,2017
3837,"GROUND WATER PRIMARY SCHOOL DHOBI
GHAT, DIST SINGROULI",MADHYA PRADESH,20,20,7.4,7.6,281,410,2017
3838,"GROUND WATER NCL, JINGURDHA, QSHF-176 METENCE OFF, DIST SINGROULI",MADHYA PRADESH,20,22,7.6,7.7,276,378,2017
3839,"GROUND WATER NEAR SHIV MANDIR,
AMLORI NCL, PROJECT SINGROULI",MADHYA PRADESH,19,22,7.4,7.5,274,386,2017
3840,"GROUND WATER NEAR SUBJEE MANDI NCL
JAYANT (BESIDE POLICE STATION),
SINGROULI",MADHYA PRADESH,18,22,7.6,7.6,282,348,2017
3841,"GROUND WATER SARVESWAR RAJA
COLONY JAYANT, SINGROULI",MADHYA PRADESH,19,22,7.4,7.6,278,386,2017
3842,"GROUND WATER NEAR SUB STATION
SECTOR-B, DUDHICHUA NCL PROJECT,
SINGROULI",MADHYA PRADESH,18,21,7.5,7.6,387,476,2017
3843,"GROUND WATER NEAR ENTRANCE GAGE OF
VIVEKANANAD STATUE, NIGAHI, SINGROULI",MADHYA PRADESH,19,23,7.4,7.5,365,394,2017
3844,"GROUND WATER NEAR COMMERCIAL AUTO
MOBILE NEAR BHARAT PETROL PUMP,
VINDHYA NAGAR, SINGROULI",MADHYA PRADESH,19,22,7.4,7.6,275,387,2017
3854,TUBE WELL WATER SAMPLE OF SIDHI CITY,MADHYA PRADESH,28.5,30,7.1,7.4,0,1,2017
1985,MIRA-BHAYANDER,MAHARASHTRA,28,33,7.6,7.8,2774,5760,2017
1986,DAHANU,MAHARASHTRA,30,30,7.1,7.1,735,735,2017
1987,VASAI,MAHARASHTRA,28,33,7,7.4,2182,2680,2017
1988,PALGHAR,MAHARASHTRA,30,30,7,7,1648,1648,2017
1989,"MSW SITE, TALOJA, RAIGAD",MAHARASHTRA,28,28,7.1,7.1,1133,1133,2017
1992,"MSW SITE, PIMPRI-CHINCHWAD, PUNE",MAHARASHTRA,27,30,7.8,8,1010,1591,2017
1993,"PHANDARPUR, GANGAPUR, AURANGABAD",MAHARASHTRA,24,24,8.2,8.2,1320,1320,2017
1994,"TPS-DURGAPUR, CHANDRAPUR",MAHARASHTRA,26,26,8.2,8.2,1192,1192,2017
1995,"KHAPERKHEDA, NAGPUR",MAHARASHTRA,27,29,7.5,8.5,950,998,2017
1996,"KORADI, NAGPUR",MAHARASHTRA,27,29,7.4,8.4,1002,1166,2017
1997,"RAIPUR, NAGPUR",MAHARASHTRA,32,42,7.6,8,316,980,2017
1998,"BHAHMNI, KALMESHWAR, NAGPUR",MAHARASHTRA,27,29,7.1,8.4,982,2558,2017
1999,SANGERA GONDIA,MAHARASHTRA,32,32,7.7,8.2,640,1080,2017
2001,"SUKALI, AMRAVATI",MAHARASHTRA,23,26,7.9,7.9,654,1636,2017
2002,"AKOT, AKOLA",MAHARASHTRA,23.5,31,7.3,8,656,1602,2017
2003,"SAWARGAON, YAVATMAL",MAHARASHTRA,27,27,8.3,8.3,1022,1022,2017
2004,"PARVATI INDL. ESTATE, YADRAV, SHIROL",MAHARASHTRA,,,7.4,7.6,1395,1607,2017
2005,"KHANJIRENAGAR, ICHALKARANJI",MAHARASHTRA,,,7.2,7.4,789,1555,2017
2006,"MIDC, SHINOLI, CHENDGAD",MAHARASHTRA,,,7.5,7.8,296,670,2017
2007,"SAVALI, SANGLI",MAHARASHTRA,20,21,7.2,7.3,1787,2686,2017
2008,"RASULWADI-SAMBARWADI, SANGLI",MAHARASHTRA,21,21,7.5,7.6,2389,2584,2017
2200,"BORE WELL AT KATPUR, NEAR Z.P SCHOOL.",MAHARASHTRA,23,24,8,8.5,489,1265,2017
2202,"DUG WELL AT GHANE KUNT, NEAR AWASTHI,
OWNED BY SHRI RAJENDRA AMRE",MAHARASHTRA,23,24,7.2,7.5,79,480,2017
2203,"HAND PUMP IN THE PREMISES OF ZILLA
PARISHAD PRIMARY SCHOOL",MAHARASHTRA,32,42.2,6.9,8,315,1210,2017
2819,"DUG WELL OWNED BY SHRI DESHMUKH,
MALEGAON, BARAMATI, PUNE",MAHARASHTRA,27,30,7.6,7.7,1990,4995,2017
2820,"DUG WELL OWNED BY SHRI SHIVAJI BABAN
DAREKAR, SANASWADI, SHIRUR, PUNE",MAHARASHTRA,26,30,7.8,8.2,695,2011,2017
2821,"BORE WELL AT BALE RAILWAY STATION
PREMISES OWNED BY SHRI DIGAMBAR JOSHI,
DAHEGAON, NORTH SOLAPUR",MAHARASHTRA,26,30,7.6,7.8,93,775,2017
2822,"BORE WELL NEAR CHINCHOLI, MOHOL,
SOLAPUR",MAHARASHTRA,28,30,7.5,7.9,2550,5107,2017
2823,"BORE WELL AT SHETE VASTI NEAR OLD
TULJAPUR ROA, TULJPUR NAKA, SOLAPUR",MAHARASHTRA,23,33,7.9,8,1194,1500,2017
2825,"BORE WELL AT WAHEGAON NEAR ZILLA
PARISHET SCHOOL, PAITHAN, AURANGABAD",MAHARASHTRA,23,24,7.7,8.4,1050,1922,2017
2826,"DUG WELL NEAR RAILWAY STATION, COTTON
MARKET, WARDHA",MAHARASHTRA,32,42,7,8,320,1492,2017
2828,"DUG WELL NEAR JILLA PARISHET PRIMARY
SCHOOL, VISAPUR, BALLARPUR, CHANDRAPUR",MAHARASHTRA,28,28,8.1,8.1,998,998,2017
2829,"BORE WELL AT MIDC SHIROLI NEAR M/S
PRATIBHA ENTERPRISES, HATKANANGALE,
KOLHAPUR",MAHARASHTRA,,,7.1,7.7,509,530,2017
2830,"BORE WELL AT MIDC GOKUL-SHIRGAON,
KARVIR, KOLHAPUR",MAHARASHTRA,,,7.6,8.2,806,1367,2017
2831,"DUG WELL AT SAKHARALI NEAR MIDC
ISLAMPUR NEAR KRISHNA MILK INDUSTRY,
WALWA, SANGLI",MAHARASHTRA,22,22,7.1,7.1,1412,1412,2017
2832,"DUG WELL NO-1 AT BRAHMANWADI
ANJANWEL OWNED BY SHRI VAIDYA,
GUHAGAR, RATNAGIRI",MAHARASHTRA,22,23,7.8,8.3,75,285,2017
2833,"DUG WELL NO-1 AT GROUP GRAM PANCHAYAT
AT ARKETWADI NEAR MASJID, KHED,
RATNAGIRI",MAHARASHTRA,23,24,7.4,7.5,164,287,2017
2834,"DUG WELL NO-2 AT ARKETWADI, KHED,
RATNAGIRI",MAHARASHTRA,23,24,6.5,7.4,170,2210,2017
2835,"DUG WELL NO-2 OWNED BY GROUP GRAM
PANCHAYAT BRAHMANWADI, ANJANWEL,
GUHAGAR, RATNAGIRI",MAHARASHTRA,22,23,7.7,8,65,170,2017
1923,MOREH,MANIPUR,23.1,23.1,7.2,7.2,290,290,2017
2054,RAMHLUM (NORTHERN PART),MIZORAM,18,25,7.2,7.9,104,277,2017
2055,MISSION VENGTHLANG (SOUTHERN PART),MIZORAM,12,22,6.6,7.8,147,351,2017
3725,"LUNGLI TUIKHUR, REPUBLIC VENG",MIZORAM,18,22,7.2,7.6,105,276,2017
3726,"RAMHLUN S TUIKHUR, NEAR COMMUNITY
HALL",MIZORAM,18,24,7,7.7,127,237,2017
3727,"TUITHANG VENG, TUIKHUR",MIZORAM,18,22.5,6.9,7.5,112,261,2017
3728,"KHURPUI TUIKHUR, S HLIMEN",MIZORAM,15,22,6.2,7.4,156,944,2017
3729,"BAWNGKAWN HAND PUMP,NEAR HPPETROL
PUMP",MIZORAM,18,25,7,7.5,144,404,2017
3730,SELESIH HAND PUMP,MIZORAM,17,23,2.8,7.5,124,420,2017
3731,TUIKUAL HAND PUMP,MIZORAM,17,24,6.4,7.5,117,429,2017
3732,"CHALTLANG HAND PUMP, NEAR REMI TYRE
WORKS",MIZORAM,18,23,6,7.6,133,566,2017
3733,S HLIMEN HAND PUMP,MIZORAM,18,22,6.2,7.7,144,917,2017
3737,"VAITUI TUIKHUR,THEIRIAT, LUNGLEI",MIZORAM,15,24,6.6,7.5,120,310,2017
3738,"SAP TUIKHUR, SERKAWN NEARBY",MIZORAM,13,23,7.1,7.4,114,278,2017
3739,"ZOBAWK VENG HAND PUMP, LUNGLEI",MIZORAM,18,24,6.9,7.9,111,310,2017
3741,"KHUPUI TUIKHUR, LAWNGTLAI",MIZORAM,18,26,6.5,7.6,92,361,2017
3742,"CHANMARI HAND PUMP, LAWNGTLAI",MIZORAM,19,25,6.9,7.7,84,364,2017
3745,"CHHOCHHOPA TUIKHUR, SAIHA",MIZORAM,14,23,7.2,8.3,97,302,2017
3748,"PROJECT VENG HAND PUMP,SERCHHIP",MIZORAM,15,22,7.2,7.5,104,333,2017
3753,"HMAG VENG TUIKHUR, KOLASIB",MIZORAM,10,25,6.2,7.4,142,400,2017
3758,"BETHEL VENG HAND PUMP, CHAMPHAI",MIZORAM,15,23,6.7,7.3,152,324,2017
2896,BOREWELL AT KOHIMA VILLAGE IN KOHIMA,NAGALAND,19.7,27.5,7.4,8.5,460,712,2017
2897,"BOREWELL AT KAMDI BAZAR, PEREN",NAGALAND,25,28.1,6.5,8,200,236,2017
2898,"OPENWELL AT DOYAPUR DHANSIRIPAR
DIVISION, DIMAPUR",NAGALAND,27,27.4,5.5,6.3,120,183,2017
